"Aca_ca"	"All_ma"	"Amp_sp"	"Ant_lo"	"Bat_de"	"Bla_br"	"Cap_ow"	"Cat_an"	"Chr_pe"	"Cop_ci"	"Cor_li"	"Dic_pu"	"Enc_cu"	"Enc_in"	"Ent_bi"	"Ent_hi"	"Fon_al"	"Gan_pr"	"Ich_ho"	"Lei_ma"	"Mit_da"	"Mon_br"	"Mor_ve"	"Nae_gr"	"Nem_pa"	"Nos_ce"	"Par_at"	"Par_sa"	"Par_tr"	"Phy_in"	"Pla_fa"	"Pol_pa"	"Roz_al"	"Sal_ro"	"Sch_po"	"Sph_ar"	"Spi_pu"	"The_tr"	"Tox_go"	"Try_br"	"Ust_ma"
"KOG2410"	4	5	0	1	1	3	1	3	3	2	2	0	1	1	1	0	1	3	0	0	2	2	2	3	1	1	2	1	2	2	0	4	2	2	0	3	2	3	0	0	3
"KOG2413"	0	2	1	0	1	3	2	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	2	2	0	2	2	1	3	2	1	1	2	1	1	1	1	1	1	1	2
"KOG2414"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	2	1	1	1	0	0	2	0	3	1	0	1	2	2	1	1	1	1	0	0	1
"KOG2415"	0	2	0	0	1	2	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	2	1	2	1	0	1	2	1	0	1	1	0	1	1	1
"KOG2419"	3	2	2	0	1	1	0	1	1	8	2	1	0	0	0	0	1	4	1	0	0	0	3	0	0	0	6	1	2	0	0	1	2	0	1	4	1	2	0	0	2
"KOG2420"	0	3	0	0	1	1	1	1	1	1	1	2	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	2	1	3	2	1	2	0	1	1	2	1	1
"KOG2421"	1	2	0	1	1	0	0	1	1	1	1	3	1	1	0	1	1	1	0	1	0	0	1	0	1	1	3	1	4	1	0	2	3	0	1	1	1	1	0	1	1
"KOG2422"	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	2	1	2	1	1	1	0	0	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1
"KOG2426"	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	3	1	0	0	1	1	0	0	2	0	0	1	0	1	0	1	1	0	1	0	0	0	1
"KOG2427"	0	2	0	0	1	1	0	1	1	1	1	2	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	4	1	1	4	2	0	1	0	1	1	1	1	1
"KOG2429"	2	2	0	0	2	1	3	2	1	1	0	1	0	0	0	0	0	1	1	0	0	3	2	1	0	0	5	0	1	1	0	2	4	3	1	1	2	2	0	5	0
"KOG2431"	1	0	1	0	2	0	2	0	1	5	2	0	0	0	0	0	0	3	0	0	0	2	6	0	0	0	4	5	5	2	0	0	6	2	1	1	1	2	0	0	2
"KOG2436"	0	2	0	0	0	1	2	1	1	1	2	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	2	2	0	2	0	0	1	1	1	0	0	0	1
"KOG2440"	1	3	1	1	1	1	1	1	1	1	1	1	1	1	0	4	0	3	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	4	1	0	5	1	1
"KOG2446"	0	1	0	2	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	2	1	1	1	0	2	1	1	0
"KOG2448"	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	11	0	0	0	1	1	0	0	0	0	0	2
"KOG2449"	2	4	0	0	2	2	1	3	1	1	1	1	0	0	0	0	1	2	1	0	0	1	2	1	0	0	1	1	6	2	0	1	1	1	0	1	2	1	1	0	1
"KOG2450"	4	2	0	0	2	1	1	2	1	5	0	6	0	0	0	0	1	7	1	1	0	4	1	5	0	0	4	0	4	8	0	5	0	2	3	1	1	3	1	0	8
"KOG2451"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	1	0	0	2	1	3
"KOG2453"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	2	1	1	1	0	0	1	1	8	1	0	1	2	1	0	0	1	1	0	0	1
"KOG2454"	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	2	0	1	1	1	0	0	1	0	5	0	0	1	0	1	1	1	0	2	0	1	1
"KOG2455"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	2	0	1	2	1	2	1	0	0	1	1	2	0	0	1	2	1	1	0	1	1	0	1	1
"KOG2456"	0	2	0	0	1	2	2	1	2	2	3	2	0	0	0	2	1	5	1	0	0	1	4	1	0	0	1	1	0	2	0	1	0	1	0	7	2	2	0	1	1
"KOG2466"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	2
"KOG2467"	2	4	1	0	2	2	2	2	2	1	2	2	1	2	2	0	3	2	2	2	0	2	2	2	1	0	3	2	3	2	2	2	4	1	2	2	2	2	1	0	1
"KOG2468"	1	2	0	0	1	1	0	2	1	1	1	1	0	0	0	1	2	1	1	1	2	1	1	1	0	0	1	1	4	1	0	1	2	1	1	1	0	0	0	1	1
"KOG2469"	2	0	0	0	0	0	1	0	1	0	1	3	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0	0
"KOG2470"	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0
"KOG2474"	5	4	0	0	1	0	2	2	3	0	1	1	0	0	0	2	0	1	2	0	0	3	1	3	0	0	2	0	1	11	0	1	2	2	1	2	1	2	0	0	0
"KOG2480"	2	2	0	1	1	1	3	1	1	1	1	2	1	1	0	0	0	1	0	1	2	1	2	2	0	1	0	1	4	0	0	2	2	1	1	3	0	2	0	1	1
"KOG2485"	1	2	0	0	1	1	2	1	1	1	1	1	0	0	0	0	1	1	0	1	2	1	1	1	0	0	2	1	2	1	1	1	2	1	1	0	1	0	1	1	1
"KOG2486"	1	4	0	0	0	1	0	2	0	1	0	2	0	0	0	0	2	0	0	0	0	0	1	3	0	0	1	0	2	1	4	2	2	1	0	1	0	0	2	0	0
"KOG2493"	2	0	0	0	0	0	2	1	2	3	0	0	0	0	0	0	1	3	1	4	2	2	4	1	0	0	2	0	7	0	1	1	0	0	0	2	1	0	1	2	1
"KOG2495"	8	10	0	0	1	3	2	3	1	3	3	5	0	0	0	0	2	4	2	2	2	1	3	5	0	0	4	2	3	8	1	5	3	1	2	2	4	2	2	2	4
"KOG2497"	5	2	0	0	1	1	4	2	1	1	3	2	0	0	0	0	1	0	1	1	0	1	1	1	0	0	2	0	0	2	0	4	0	0	1	3	1	1	0	0	1
"KOG2499"	2	2	0	0	0	2	1	1	1	2	0	3	0	0	0	6	0	1	0	0	0	8	4	3	0	0	2	0	0	0	0	7	0	6	0	1	3	2	0	0	1
"KOG2504"	0	13	0	0	4	4	0	3	0	6	5	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	4
"KOG2508"	4	4	0	0	1	2	2	1	3	1	3	1	0	0	0	0	0	2	1	1	0	7	0	1	0	0	1	0	2	2	1	1	3	4	1	2	1	2	1	1	2
"KOG2511"	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	2	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
"KOG2515"	1	2	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	2	1	1	0	1	1	0	1	1
"KOG2516"	0	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	2	1	0	0	2	1	0	1	0	1	0	1	1	0	2	1	0	1	1
"KOG2517"	3	2	0	0	4	0	2	1	3	1	1	2	0	0	0	2	1	1	0	1	2	2	1	1	0	0	1	1	6	6	1	2	2	1	0	0	1	0	0	2	1
"KOG2524"	3	2	0	0	0	1	2	1	2	1	1	1	0	0	0	1	1	0	1	0	0	0	2	2	0	0	5	1	6	3	0	2	4	1	1	2	1	2	0	0	0
"KOG2525"	3	3	0	0	1	2	1	2	1	2	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	8	2	1	1	4	1	1	2	1	1	1	1	2
"KOG2526"	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0
"KOG2531"	1	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	2	1	0	0	0	1	1	0	1	1	0	0	1
"KOG2532"	1	0	1	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0
"KOG2533"	0	0	0	0	1	0	0	1	0	27	0	0	0	0	0	0	0	60	0	0	0	0	9	0	0	0	4	0	2	0	0	0	0	1	6	0	2	0	0	0	8
"KOG2536"	0	2	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	1	2	0	0	1	1
"KOG2537"	1	2	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"KOG2541"	4	2	0	0	1	1	1	1	3	1	1	3	0	0	0	0	0	1	1	0	0	2	1	3	0	0	0	1	1	3	0	3	2	3	1	3	1	3	0	0	1
"KOG2542"	1	0	0	0	2	1	1	1	1	1	1	0	0	0	0	0	1	3	0	0	0	1	1	1	0	0	1	0	0	2	0	0	0	1	1	3	2	2	0	0	1
"KOG2544"	2	2	0	0	1	1	2	1	3	1	2	1	0	0	0	0	1	1	2	0	0	0	1	0	0	0	1	0	1	1	1	1	2	0	1	3	1	0	1	0	1
"KOG2547"	0	3	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	0	0	2	1	0	0	1	1	0	0	1
"KOG2550"	0	2	0	0	1	1	1	1	2	1	1	1	0	0	0	0	0	0	1	2	0	1	1	1	0	0	2	0	1	2	1	1	0	2	1	1	1	2	0	2	1
"KOG2551"	1	6	0	0	2	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	2	7	0	1	0	1	1	2	1	0	0	0	1
"KOG2555"	0	2	0	0	2	1	1	2	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1
"KOG2566"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	2
"KOG2567"	1	3	0	0	0	2	1	1	1	0	2	2	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	3	1	1	0	0	0	1	1	0	1	2	0
"KOG2575"	1	2	0	0	1	1	2	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	2	0	2	1	0	1	2	1	1	3	1	1	1	0	1
"KOG2576"	1	4	0	0	1	1	2	1	1	1	1	1	0	0	0	0	1	2	1	0	0	0	1	1	0	0	2	0	15	1	0	1	2	1	1	1	1	1	1	0	1
"KOG2579"	1	1	0	0	0	0	5	0	5	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	6	0	0	0	8	0	0	0
"KOG2583"	0	3	0	0	1	2	1	1	1	1	1	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	1	1	1	0	0	0	2	1	1	1	1	1	0	0	1
"KOG2584"	2	0	0	0	1	0	3	0	3	1	0	2	0	0	0	1	0	1	1	0	0	0	2	1	0	0	0	0	6	0	0	3	0	0	0	2	0	0	0	0	0
"KOG2585"	2	2	0	0	1	1	1	1	2	1	2	1	0	0	0	1	0	1	2	1	2	0	2	1	0	0	1	2	1	1	1	1	0	1	2	2	2	1	1	0	1
"KOG2586"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1
"KOG2594"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	2	0	0	1	2	0	1	0	1	1	0	0	1
"KOG2596"	2	4	1	0	1	1	1	2	1	1	1	1	0	0	0	3	1	1	1	1	0	1	1	2	0	0	2	1	3	1	1	1	2	1	1	3	2	1	1	1	1
"KOG2598"	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1
"KOG2599"	1	2	0	0	0	1	1	1	1	1	1	1	0	0	0	1	3	0	1	1	2	1	1	1	0	0	1	0	2	1	1	1	2	2	2	2	1	1	1	1	1
"KOG2601"	3	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1
"KOG2614"	1	5	0	0	1	1	2	1	2	57	1	1	0	0	0	0	0	5	0	0	4	2	50	1	0	0	3	1	4	0	0	2	2	1	0	0	1	2	0	0	3
"KOG2616"	1	2	0	0	1	1	2	1	1	1	0	0	0	0	0	0	0	1	1	1	0	2	2	1	0	0	1	0	3	1	0	0	2	1	1	1	1	0	1	1	1
"KOG2617"	1	5	1	0	4	4	2	4	1	7	2	4	0	0	0	0	3	2	1	2	2	0	2	3	0	0	7	3	2	1	1	3	4	1	1	2	4	1	3	1	1
"KOG2619"	3	4	0	0	0	1	0	2	1	0	3	7	0	0	0	0	1	2	0	1	0	0	5	54	1	0	0	1	2	1	0	7	4	1	0	1	0	3	0	0	0
"KOG2620"	1	4	0	0	1	1	1	1	1	1	1	4	0	0	0	0	1	1	1	3	2	1	1	2	0	0	2	2	2	1	1	0	2	1	1	1	2	1	1	1	0
"KOG2621"	0	3	0	0	1	3	0	6	0	1	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	3	0	0	1	4	0	0	0	1	1	0	0	1
"KOG2624"	6	25	0	0	2	1	3	1	7	1	0	6	0	0	0	0	0	1	0	0	2	1	1	4	0	0	4	1	6	5	0	4	1	1	3	1	2	2	0	0	2
"KOG2630"	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	2	1	0	1	0	2	1	0	2	0	0	0	0
"KOG2631"	1	1	0	0	1	1	1	2	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	3	1	0	1	0	1	2	3	1	0	0	0	0
"KOG2637"	0	2	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	4	1	0	0	0	1	2	1	1	1	0	1	0	0	1
"KOG2638"	3	5	1	1	1	1	1	1	1	2	2	2	1	1	0	1	1	1	3	1	6	1	1	1	1	1	1	1	2	2	0	2	2	1	2	1	2	1	0	1	1
"KOG2639"	6	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	1	0	0	5	0	0	0	0	1	0	1	0	2	1	1	1	0	0
"KOG2642"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	6	2	0	1	2	1	0	1	0	1	1	0	1
"KOG2643"	2	4	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	2	0	0	2	0	2	0	0	0	2	2	1	0	1	0
"KOG2644"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	2	0	1	0	0	0	1	0	2	1	1	2	2	0	1	1	1	1	1	1	1
"KOG2645"	0	1	0	0	1	1	0	1	1	1	0	3	0	0	0	0	0	1	0	0	2	0	1	4	0	0	1	0	1	0	0	1	2	0	1	0	1	0	0	0	1
"KOG2647"	0	3	1	0	1	1	1	1	1	1	1	1	1	1	0	2	1	1	0	1	2	0	1	1	1	1	2	0	2	1	1	1	2	1	1	1	1	1	1	1	1
"KOG2650"	3	7	0	0	3	5	2	10	1	1	1	0	0	0	0	0	4	7	0	0	2	2	6	1	0	0	12	2	7	3	0	0	1	0	1	2	2	3	2	0	1
"KOG2653"	0	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	2	1	1	2	1	1	1	0	1	0	1	3	1	1	1	2	1	1	1	2	1	2	1	1
"KOG2658"	1	3	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	3	1	0	1	0	1	1	1	1	1	0	1	1
"KOG2662"	2	2	0	0	0	1	0	2	2	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	2	0	1	1	1	0	2	0	1
"KOG2663"	0	2	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	1	1	0	0	0	1
"KOG2666"	1	0	2	0	1	0	1	0	1	1	1	0	0	0	0	0	2	1	2	0	2	1	2	2	0	0	1	1	4	1	0	0	2	1	0	2	1	1	0	0	1
"KOG2670"	1	4	1	1	1	2	1	1	2	1	1	2	1	1	0	1	1	1	0	1	2	1	2	1	0	1	1	1	3	5	1	1	2	1	2	1	1	2	2	2	1
"KOG2672"	1	3	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	2	1	1	1	0	0	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1
"KOG2686"	0	3	0	0	0	1	2	1	1	1	1	0	0	1	0	0	0	1	1	0	2	0	3	0	1	1	1	1	6	1	1	0	2	0	1	1	1	1	2	0	0
"KOG2690"	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
"KOG2692"	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	9	0	0	0	1	0	0	0
"KOG2693"	2	6	1	0	0	1	6	2	5	1	2	1	0	0	0	0	2	1	1	0	0	3	2	1	0	0	4	1	2	3	0	1	2	2	1	5	0	2	0	0	0
"KOG2694"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG2697"	1	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	2	1	0	0	0	1	1	1	1	1	0	0	1
"KOG2698"	2	4	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	2	1	0	0	2	0	1	1	1	1	2	1	1	1	1	1	1	0	1
"KOG2700"	2	3	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	1	2	0	1	1	0	0	4	0	1	1	1	1	2	1	1	1	1	1	1	1	1
"KOG2702"	0	2	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1
"KOG2706"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG2711"	5	2	1	1	2	1	2	1	2	1	2	0	1	1	20	0	1	2	1	1	2	1	2	1	1	3	1	1	1	3	2	0	2	1	2	4	1	1	3	1	1
"KOG2716"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG2721"	0	3	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	2	1	1	0	0	0	1	0	2	0	1	1	0	1	1	1	1	1	0	0	1
"KOG2723"	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	3	1	0	0	0
"KOG2734"	1	2	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	2	0	0	1	1	0	0	0	2	1	2	1	1	1	2	1	1	1	1	1	1	0	1
"KOG2735"	2	2	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	2	0	1	1	0	0	1	1	1	2	1	1	2	1	0	1	1	2	2	1	0
"KOG2737"	2	2	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	3	1	0	0	3	0	2	1	0	1	0	2	0	1	2	1	1	1	0
"KOG2741"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	3	0	1	1	3	0	0	0	0	1	9	0	0	0	1	1	0	0	0	0	0	2
"KOG2742"	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	1	0	0	0	1
"KOG2743"	3	5	0	0	2	2	4	2	3	2	2	2	0	0	0	0	2	4	1	2	0	4	2	6	0	0	1	1	8	5	1	2	4	3	1	1	2	0	1	1	1
"KOG2745"	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
"KOG2757"	1	2	1	0	1	1	1	1	1	1	1	1	0	0	0	4	2	1	1	1	2	1	1	1	0	0	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1
"KOG2759"	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
"KOG2761"	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	14	0	0	0	2	0	1	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	3	2	0
"KOG2762"	1	2	0	0	1	1	2	1	1	1	1	2	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	2	1	0	2	2	1	1	1	1	1	0	1	1
"KOG2763"	1	5	0	0	1	1	2	1	3	2	2	2	0	0	0	0	3	1	2	0	2	1	3	1	0	0	4	1	5	0	0	1	4	2	0	5	1	1	1	0	2
"KOG2765"	1	2	0	0	0	1	2	1	3	1	1	1	0	0	0	0	2	2	1	1	0	0	2	1	0	0	2	1	3	7	0	1	2	0	1	1	0	2	0	1	1
"KOG2766"	2	2	0	0	0	1	1	1	2	1	1	1	0	0	0	1	0	0	0	1	2	1	2	1	0	0	1	0	0	2	0	1	2	1	1	2	0	1	0	1	0
"KOG2770"	1	3	0	0	1	2	1	1	2	1	1	1	0	0	0	0	1	1	1	2	2	0	1	1	0	0	1	1	1	1	2	1	2	0	1	1	1	1	2	1	1
"KOG2772"	1	1	0	0	1	1	1	1	1	3	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	2	1	0	1	2	1	1	1	1	0	1	1	3
"KOG2779"	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	0	1	1	0	1	1	1	1
"KOG2782"	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	0
"KOG2786"	0	2	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	1	0	2	0	0	1	1	1	0	0	0	1
"KOG2788"	1	2	1	0	2	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	2	1	1	1	1	0	1	1	2	1	1	1	2	1	1	2	1	0	1	1	1
"KOG2790"	0	2	0	0	1	0	1	1	1	1	1	1	0	0	0	3	0	0	1	0	0	1	0	1	0	0	1	1	2	0	0	1	0	1	1	1	1	0	1	0	1
"KOG2791"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0
"KOG2792"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	3	2	1	1	1	0	0	1	0	4	2	1	1	2	1	1	1	1	2	1	3	1
"KOG2794"	0	3	0	0	1	1	4	1	1	1	1	1	0	0	0	0	3	1	0	0	0	1	1	0	0	0	1	0	3	1	1	1	2	1	1	1	1	1	1	0	1
"KOG2797"	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	8	0	0	0	0	1	1	0	0	0	0	0
"KOG2798"	3	4	0	0	4	0	5	0	1	2	1	12	0	0	0	5	12	2	2	1	0	3	19	1	0	0	3	2	4	1	1	18	0	52	1	9	3	1	3	2	1
"KOG2799"	1	2	0	0	1	1	3	1	2	1	2	1	0	0	0	0	3	1	2	1	4	2	3	3	0	0	2	1	4	1	1	1	0	2	1	1	1	2	1	1	2
"KOG2802"	1	2	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	1	0	2	1	2	0	0	0
"KOG2803"	2	2	0	1	1	1	1	1	1	0	1	1	1	1	0	4	1	0	0	2	2	1	2	1	0	1	1	1	5	1	1	1	2	1	1	2	1	2	1	2	0
"KOG2804"	1	2	1	0	0	1	1	1	1	2	1	1	1	1	0	0	1	1	1	0	2	0	1	1	1	1	1	1	1	2	1	1	2	0	1	0	1	0	1	0	1
"KOG2806"	1	6	0	0	1	1	0	6	4	9	0	9	0	0	0	4	3	5	1	0	2	2	9	13	0	0	0	1	1	1	0	7	2	2	0	5	3	1	0	0	2
"KOG2818"	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0
"KOG2820"	0	2	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	2	0	1	1	0	1	1	0	0	1
"KOG2822"	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	4	1	1	2	1	0	1	2	0	0	0	5	0	5	0	0	0	0	1	1	1	1	0	0	0	1
"KOG2825"	1	3	2	0	1	1	1	1	1	1	1	1	0	0	0	3	1	1	0	1	2	1	1	1	0	0	1	1	3	1	1	1	2	1	1	2	1	1	1	0	1
"KOG2827"	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	1	1	0	0	0	2	1	1	1	1	0	0	0	1
"KOG2828"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	2	1	1	0	1	1	0	0	0
"KOG2831"	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	2	0	1	2	0	0	0	1	1	1	1	0	0	0	1
"KOG2833"	1	6	0	1	1	1	4	1	1	1	1	1	1	1	0	0	1	1	1	1	2	1	1	1	0	0	2	1	3	1	0	1	2	1	1	1	1	1	0	2	1
"KOG2835"	1	4	0	0	2	1	2	1	1	2	1	1	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	3	3	0	1	0	0	2	0	2	0	0	0	2
"KOG2843"	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	1	1	2	0	1	2	1	0	1	1	1	0	0	2
